,df_1,df_2,df_3,df_4
329,,1.4856057167053225,1.3967208862304688,
330,,1.3648107051849363,1.7177207469940186,
331,,1.4552645683288574,1.3102173805236816,
332,,1.3495848178863523,1.305717706680298,
333,,1.3299100399017334,1.684727907180786,
334,,1.2062089443206787,1.3248186111450195,
335,,1.2762646675109863,1.496013879776001,
336,,1.1139249801635742,1.4518377780914309,
337,,1.2100305557250977,1.3563964366912842,
338,,1.444584608078003,1.4586992263793943,
339,,1.0522925853729248,1.4140570163726809,
340,,1.0357892513275146,1.5014472007751465,
341,,1.129260778427124,2.2239718437194824,
342,,1.5460968017578125,1.986587285995484,
343,,1.1896865367889404,1.487037181854248,
344,,1.0843164920806885,1.583622694015503,
345,,1.2390198707580566,1.6445059776306152,
346,,1.1136696338653564,2.003090143203736,
347,,0.976987361907959,1.816321849822998,
348,,1.3334994316101074,2.4003171920776367,
349,,1.127826690673828,2.009360313415528,
350,,1.1925442218780518,1.6778273582458496,
351,,1.1315438747406006,1.546381950378418,
352,,1.0829908847808838,1.3609964847564695,
353,,1.251704216003418,1.5950160026550293,
354,,1.1918537616729736,1.9855496883392327,
355,,1.0962204933166504,2.1633992195129395,
356,,1.255814552307129,1.5853564739227295,
357,,1.284977912902832,1.4708373546600342,
358,,0.9868941307067872,1.5148026943206787,
359,,1.0585174560546875,1.5175530910491943,
360,,1.4716904163360596,1.5605289936065674,
361,,1.4293324947357178,1.490729808807373,
362,,1.1914982795715332,1.4160254001617432,
363,,1.3036372661590576,1.9638664722442627,
364,,1.4730031490325928,1.2288382053375244,
365,,1.4794645309448242,1.230973243713379,
366,,1.379634141921997,1.45320725440979,
367,,1.0362563133239746,1.7256250381469729,
368,,0.9569153785705566,1.6710398197174072,
369,,1.1306064128875732,1.50132417678833,
370,,1.2709271907806396,1.643261432647705,
371,,1.50736665725708,1.370898962020874,
372,,1.3140666484832764,2.081007480621338,
373,,1.2532682418823242,1.4864935874938965,
374,,1.2368698120117188,1.378371238708496,
375,,1.959254503250122,1.2687227725982666,
376,,1.2225158214569092,1.820489883422852,
377,,1.050985336303711,1.494337797164917,
378,,1.254223346710205,1.893102645874024,
379,,1.8358726501464844,1.806900978088379,
380,,1.333587408065796,1.911593198776245,
381,,1.180034637451172,1.8386940956115725,
382,,1.4730939865112305,0.5126149654388428,
383,,1.4907822608947754,1.4285650253295898,
384,,1.433157205581665,1.604511260986328,
385,,1.31583833694458,1.5374414920806885,
386,,1.3268859386444092,1.8400115966796875,
387,,1.7094886302947998,1.613039493560791,
388,,1.3908576965332031,1.4197707176208496,
389,,1.4200685024261477,1.7639477252960205,
390,,1.2163827419281006,1.7207043170928955,
391,,1.364131212234497,1.4138822555541992,
392,,1.5752017498016355,1.720005989074707,
393,,1.053757667541504,1.6259801387786863,
394,,1.2570714950561523,2.0511257648468018,
395,,1.3749511241912842,1.4623453617095947,
396,,1.4775042533874512,1.4377644062042236,
397,,1.2409400939941406,2.3405957221984863,
398,,1.399505376815796,1.71848464012146,
399,,1.2036902904510498,1.771369695663452,
400,,1.1898999214172363,1.6778805255889893,
401,,1.754957675933838,1.41304612159729,
402,,1.4159040451049805,1.7836148738861084,
403,,1.3601272106170654,1.7541050910949707,
404,,1.5379116535186768,1.3644611835479736,
405,,1.305175542831421,1.2534019947052002,
406,,1.057508945465088,1.345714092254639,
407,,1.4001519680023191,1.2896747589111328,
408,,1.5614190101623535,1.2852630615234375,
409,,1.7252264022827148,1.5026323795318604,
410,,1.292553186416626,1.3507120609283447,
411,,1.2372047901153564,1.5832538604736328,
412,,1.352001428604126,1.4738435745239258,
413,,1.5373125076293943,1.53753399848938,
414,,1.239835500717163,1.2978003025054932,
415,,1.9895660877227783,1.5498449802398682,
416,,1.1604492664337158,1.2278673648834229,
417,,1.4056379795074463,1.441319465637207,
418,,1.416079044342041,1.2065150737762451,
419,,1.227149486541748,1.4600043296813965,
420,,1.4694163799285889,1.30070161819458,
421,,1.2656300067901611,1.2707386016845703,
422,,1.863753080368042,1.5839567184448242,
423,,1.4689738750457764,1.4501612186431885,
424,,1.2106966972351074,1.508112907409668,
425,,1.4429099559783936,1.6795880794525146,
426,,1.360423564910889,1.2704989910125732,
427,,1.095451831817627,1.241569757461548,
428,,1.302462100982666,1.2069015502929688,
429,,2.114063739776612,1.2562613487243652,
430,,1.4571726322174072,1.2713837623596191,
431,,1.216331958770752,1.6441631317138672,
432,,1.158463716506958,1.771090030670166,
433,,1.4699673652648926,1.4426968097686768,
434,,1.2284214496612549,1.4313290119171145,
435,,1.7281386852264404,1.2892532348632812,
436,,2.0501675605773926,1.3054497241973877,
437,,1.2255244255065918,1.362213373184204,
438,,1.402099609375,1.3211145401000977,
439,,1.2634124755859375,1.3223726749420166,
440,,1.3393263816833496,1.3139116764068604,
441,,0.954272985458374,1.3718698024749756,
442,,1.1613829135894775,1.222269058227539,
443,,1.2543952465057373,1.3967783451080322,
444,,1.22074556350708,1.3520638942718506,
445,,1.388247013092041,1.3331081867218018,
446,,1.209843397140503,1.1439812183380127,
447,,1.18633770942688,1.2353730201721191,
448,,1.3273138999938965,1.2076482772827148,
449,,1.371920824050903,1.286752700805664,
450,,1.2650234699249268,1.1937859058380127,
451,,1.6623141765594482,1.4561388492584229,
452,,1.4588751792907717,1.2714719772338867,
453,,1.8283662796020508,1.2531864643096924,
454,,1.5625555515289309,1.3223645687103271,
455,,1.5726850032806396,1.224137306213379,
456,,1.708662509918213,1.4372026920318604,
457,,2.058743715286255,1.5628061294555664,
458,,2.127347707748413,1.4661459922790527,
459,,1.4340786933898926,1.646864414215088,
460,,1.3288447856903076,1.608961820602417,
461,,1.6113004684448242,1.4850871562957764,
462,,1.589940071105957,1.5871806144714355,
463,,1.4548957347869873,1.3623507022857666,
464,,1.5786421298980713,1.582850217819214,
465,,1.7582154273986816,1.4558846950531006,
466,,1.5102717876434326,1.3756330013275146,
467,,1.3981006145477295,1.448500633239746,
468,,1.4963583946228027,1.079376220703125,
469,,1.6431689262390137,1.3640861511230469,
470,,1.7007739543914795,1.2267534732818604,
471,,1.3665738105773926,1.214277267456055,
472,,1.4114234447479248,1.204437255859375,
473,,1.7770142555236816,1.181997776031494,
474,,1.490583896636963,1.1272423267364502,
475,,1.4350271224975586,1.235278844833374,
476,,1.2005345821380615,1.2097816467285156,
477,,1.8138892650604248,1.7440309524536133,
478,,1.3705053329467771,1.2775237560272217,
479,,1.5795950889587402,1.253075122833252,
480,,1.1978681087493896,1.3200173377990725,
481,,1.3574931621551514,1.205883264541626,
482,,1.4056475162506104,1.302042007446289,
483,,1.5336496829986572,1.3068647384643557,
484,,1.543365240097046,1.4182510375976562,
485,,1.594010829925537,1.2517096996307373,
486,,1.2712173461914062,1.1824181079864502,
487,,1.3495376110076904,1.1499476432800293,
488,,1.3255271911621094,1.0227694511413574,
489,,1.2859458923339844,1.297607183456421,
490,,1.222808837890625,1.1540467739105225,
491,,1.310460090637207,1.3705599308013916,
492,,1.861905574798584,1.0021467208862305,
493,,1.2834739685058594,1.216710329055786,
494,,1.2573363780975342,1.2092812061309814,
495,,2.202566385269165,1.2614996433258057,
496,,2.339632272720337,1.4496378898620603,
497,,2.010926961898804,1.5558080673217771,
498,,1.532679319381714,1.1660382747650146,
499,,1.8037371635437007,1.426051139831543,
500,,1.7227089405059814,1.288177728652954,
501,,1.975289821624756,1.4811112880706787,
502,,2.2122819423675537,1.3680500984191897,
503,,2.066863775253296,1.3034989833831787,
504,,1.6626157760620115,1.3332555294036863,
505,,1.7386474609375,1.198185920715332,
506,,1.7570745944976809,1.2394347190856934,
507,,1.770251989364624,1.1504530906677246,
508,,1.593285322189331,1.3624153137207031,
509,,1.678406000137329,1.294236183166504,
510,,1.4780662059783936,1.442406415939331,
511,,1.6420977115631104,1.2079110145568848,
512,,1.7362141609191897,1.312495470046997,
513,,2.297504425048828,1.0815448760986328,
514,,1.5807936191558838,1.1306424140930176,
515,,1.6518328189849854,1.2268478870391846,
516,,2.1771864891052246,1.5024845600128174,
517,,1.784617900848389,1.1856777667999268,
518,,1.9395766258239744,1.2614073753356934,
519,,1.6481420993804932,1.4759178161621094,
520,,1.4330558776855469,1.4364187717437744,
521,,1.642136573791504,1.339860916137695,
522,,1.5501198768615725,1.3557970523834229,
523,,1.6970431804656982,1.539168119430542,
524,,1.4672420024871826,1.548309326171875,
525,,1.3357048034667969,1.4722943305969238,
526,,1.699986457824707,1.39471173286438,
527,,1.674422025680542,1.4667198657989502,
528,,1.5603299140930176,1.071732997894287,
529,,1.631659984588623,1.1437177658081057,
530,,1.4714958667755127,1.2241783142089844,
531,,1.3653340339660645,1.2094240188598633,
532,,1.3019282817840576,1.613154649734497,
533,,1.2868340015411377,1.3239338397979736,
534,,1.3807954788208008,1.4169108867645264,
535,,1.3019771575927734,1.215001106262207,
536,,2.337923049926758,1.3287324905395508,
537,,1.490715503692627,1.2788643836975098,
538,,1.3829023838043213,1.48370623588562,
539,,1.319443702697754,1.3896920680999756,
540,,1.4732518196105957,1.2750754356384275,
541,,1.4394898414611816,1.5868163108825684,
542,,1.2567222118377686,1.375335693359375,
543,,1.6152806282043457,1.287224292755127,
544,,1.3825945854187012,1.4954686164855957,
545,,1.33613920211792,1.505546808242798,
546,,1.2868103981018066,1.3573131561279297,
547,,1.3011162281036377,1.8134357929229736,
548,,1.374621868133545,1.1781315803527832,
549,,1.2716469764709473,1.397890329360962,
550,,1.0977609157562256,1.203864336013794,
551,,1.3021044731140137,1.2048158645629885,
552,,1.2765471935272217,1.3200504779815674,
553,,1.2657973766326904,1.5977492332458496,
554,,1.1293752193450928,1.1344199180603027,
555,,1.28389310836792,1.3473567962646484,
556,,1.3360118865966797,1.3852784633636477,
557,,1.3296966552734375,1.879676818847656,
558,,1.3787603378295898,1.460402011871338,
559,,1.3032748699188232,1.1645867824554443,
560,,1.1287684440612793,1.1667699813842771,
561,,1.1450319290161133,1.445910930633545,
562,,1.1934425830841064,1.551323652267456,
563,,1.175429344177246,1.150575876235962,
564,,1.30064058303833,1.1096959114074707,
565,,1.5675373077392578,2.055250644683838,
566,,1.5519063472747805,1.322195529937744,
567,,1.614696025848389,1.3486089706420898,
568,,1.4145164489746094,1.273630142211914,
569,,1.4895639419555664,1.4494552612304688,
570,,1.5350096225738523,2.115154981613159,
571,,1.5389397144317627,1.4240641593933103,
572,,1.2635166645050049,1.4728641510009766,
573,,1.4249317646026611,1.2830586433410645,
574,,1.3934905529022217,1.3439090251922607,
575,,1.4256367683410645,1.1988840103149414,
576,,1.4250857830047607,1.3937757015228271,
577,,1.301189661026001,1.428398370742798,
578,,1.4364678859710691,1.2532320022583008,
579,,1.3955793380737305,1.3579747676849363,
580,,1.4602913856506348,1.223632574081421,
581,,1.3959319591522217,1.477790594100952,
582,,1.2496142387390137,1.2038140296936035,
583,,1.2715542316436768,1.5684161186218262,
584,,1.504967212677002,1.6334998607635498,
585,,1.3660430908203125,1.3783133029937744,
586,,1.2554616928100586,1.5082006454467771,
587,,1.2239441871643066,1.179450750350952,
588,,1.2851028442382812,1.7255048751831057,
589,,1.3340775966644287,1.4100360870361328,
590,,1.323591709136963,1.462680101394653,
591,,1.6318883895874023,1.3462183475494385,
592,,1.1914117336273191,1.3841967582702637,
593,,1.4264838695526123,1.2734766006469729,
594,,1.0947890281677246,1.37624192237854,
595,,1.4886879920959473,1.461842060089111,
596,,1.351649045944214,1.5458755493164062,
597,,1.2617387771606443,1.4949746131896973,
598,,1.252495288848877,1.5437390804290771,
599,,1.12306809425354,1.116405010223389,
600,,1.2381739616394043,1.4482545852661133,
601,,1.4623124599456787,1.440559148788452,
602,,1.2595775127410889,1.340123176574707,
603,,1.1595158576965332,1.372730731964111,
604,,1.1799912452697754,1.47471284866333,
605,,2.178984403610229,1.5589168071746826,
606,,1.2998032569885254,1.54980206489563,
607,,1.325833082199097,1.4091072082519531,
608,,1.2244672775268557,1.3327717781066897,
609,,1.303278923034668,1.514897346496582,
610,,1.3310716152191162,1.5329878330230713,
611,,1.3784639835357666,1.1391851902008057,
612,,1.377660036087036,1.443293571472168,
613,,1.446865797042847,2.182347059249878,
614,,1.507683277130127,1.4005582332611084,
615,,1.7517859935760498,1.8816497325897217,
616,,1.2790677547454834,1.366673231124878,
617,,1.212627410888672,1.1005778312683103,
618,,1.223430871963501,1.0926918983459473,
619,,1.1027281284332275,1.5104174613952637,
620,,1.068794012069702,1.3170413970947266,
621,,1.2420704364776611,1.3150146007537842,
622,,1.087630271911621,1.4986858367919922,
623,,1.1129698753356934,1.591341495513916,
624,,1.0690128803253174,1.3919117450714111,
625,,1.0831265449523926,1.3254494667053225,
626,,1.336320877075195,1.8601610660552976,
627,,1.2653133869171145,1.497399091720581,
628,,1.1510202884674072,1.5461368560791016,
629,,1.2116856575012207,1.835388660430908,
630,,1.342747688293457,1.3152921199798584,
631,,1.3183701038360596,1.5563726425170898,
632,,1.1492462158203125,1.5862572193145752,
633,,1.159477710723877,1.1720187664031982,
634,,1.2526874542236328,1.1094179153442385,
635,,1.0563747882843018,1.0844154357910156,
636,,1.2521157264709473,1.2451460361480713,
637,,1.1170363426208496,1.229844570159912,
638,,1.1295156478881836,,
639,,1.2496318817138672,,
640,,1.250307559967041,,
641,,1.2142963409423828,,
642,,1.1600680351257324,,
643,,0.998603105545044,,
644,,1.1005096435546875,,
645,,1.2398686408996582,,
646,,1.2070293426513672,,
647,,1.1477303504943848,,
648,,1.0742828845977783,,
649,,1.3460235595703125,,
650,,1.205827236175537,,
651,,1.724578857421875,,
652,,1.4528083801269531,,
653,,1.3290505409240725,,
654,,1.548445701599121,,
655,,1.3815715312957764,,
656,,1.6232020854949951,,
657,,1.3449223041534424,,
658,,1.3131756782531738,,
659,,1.1905529499053955,,
660,,1.2673838138580322,,
661,,1.177830457687378,,
662,,1.245502471923828,,
663,,1.451709270477295,,
664,,1.2126262187957764,,
665,,1.2175157070159912,,
666,,1.3451900482177734,,
667,,1.7579240798950195,,
668,,1.721360683441162,,
669,,1.461580514907837,,
670,,1.2625527381896973,,
671,,1.2734696865081787,,
672,,1.4992430210113523,,
673,,1.4900450706481934,,
674,,1.34026837348938,,
675,,1.2742247581481934,,
676,,1.3287467956542969,,
677,,1.4046883583068848,,
678,,1.3235437870025637,,
679,,1.317244052886963,,
680,,1.477521896362305,,
681,,1.5585975646972656,,
682,,1.1526329517364502,,
683,,1.0316805839538574,,
684,,1.2648046016693115,,
685,,1.252734661102295,,
686,,1.3253834247589111,,
687,,1.24151349067688,,
688,,1.0828452110290527,,
689,,1.4100332260131836,,
690,,1.5570108890533447,,
691,,1.277996301651001,,
692,,1.3335638046264648,,
693,,1.368804693222046,,
694,,1.13567852973938,,
695,,1.4353396892547607,,
696,,1.41579270362854,,
697,,1.593705177307129,,
698,,1.205808162689209,,
699,,1.2899274826049805,,
700,,1.2393088340759275,,
701,,1.130352020263672,,
702,,1.0629985332489014,,
703,,1.3637351989746094,,
704,,1.6968059539794922,,
705,,1.194145441055298,,
706,,1.3436801433563232,,
707,,1.2082879543304443,,
708,,1.2234716415405271,,
709,,1.2780327796936035,,
710,,1.316922664642334,,
711,,1.2907490730285645,,
712,,1.3346655368804932,,
713,,1.2986335754394531,,
714,,1.3964662551879885,,
715,,1.1331734657287598,,
716,,1.6543362140655518,,
717,,1.2918848991394043,,
718,,1.5837020874023438,,
719,,1.4924383163452148,,
720,,1.2772250175476074,,
721,,1.3929338455200195,,
722,,1.126603126525879,,
723,,1.2815799713134766,,
724,,1.23205828666687,,
725,,1.3719406127929688,,
726,,1.4191279411315918,,
727,,1.547407627105713,,
728,,1.2652153968811035,,
729,,1.266305923461914,,
730,,1.4149699211120603,,
731,,1.405029535293579,,
732,,1.1759531497955322,,
